sample_pair,feature,type,assigned_value,u_char,u_homo,u_lts,u_c,u_k,platform
F/P,Q99747,informative,0.951,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q8IUQ4,certified,1.048,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q969J2,informative,0.957,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q9C005,informative,1.018,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q5BKU9,informative,1.018,0.004,NA,NA,0.004,0.007,SomaScan
M/P,O15146,certified,0.302,0.004,NA,NA,0.004,0.007,SomaScan
F/P,P55042,informative,1.016,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q92979,informative,0.944,0.004,NA,NA,0.004,0.007,SomaScan
F/P,P08949,informative,1.037,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q6NS38,certified,0.944,0.004,NA,NA,0.004,0.007,SomaScan
F/P,O95196,informative,1.051,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q8WXG8,informative,1.000,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q9BZS1,informative,1.030,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q6NYC1,informative,1.024,0.004,NA,NA,0.004,0.007,SomaScan
X/P,P10244,informative,1.021,0.004,NA,NA,0.004,0.007,SomaScan
M/P,O94905,informative,0.998,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q8NFP4,informative,1.068,0.004,NA,NA,0.004,0.007,SomaScan
M/P,P25067,certified,0.927,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q9BVI0,certified,0.305,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q8IYR6,informative,1.003,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q96P11,informative,0.941,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q8N801,certified,1.037,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q92541,informative,0.985,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q15349,informative,1.006,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,O95169,informative,0.972,0.004,NA,NA,0.004,0.007,SomaScan
F/P,P09683,informative,0.987,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q5TA50,informative,1.004,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q07157,certified,0.956,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q16666,informative,1.007,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q8IXT2,informative,0.956,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q9H4F1,certified,1.046,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q7Z2E3,informative,1.029,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q9NS71,informative,1.062,0.004,NA,NA,0.004,0.007,SomaScan
X/P,P61601,informative,1.022,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q9HCH3,informative,1.039,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q14657,informative,0.999,0.004,NA,NA,0.004,0.007,SomaScan
X/P,O95571,informative,0.941,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q8N0U7,informative,0.991,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,P10242,informative,1.007,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q96IZ5,informative,0.993,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q9UKJ0,informative,0.974,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q15672,informative,1.032,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q9BT88,informative,1.001,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,P78562,informative,0.952,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,P62310,certified,0.889,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,P29320,informative,0.962,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q9BWT3,certified,0.462,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q9BVG3,informative,1.036,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q96B02,informative,1.010,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q6P047,informative,1.010,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,Q9NRX6,informative,0.987,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q9NTX7,informative,1.026,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q15116,informative,1.008,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q16651,informative,0.989,0.004,NA,NA,0.004,0.007,SomaScan
F/P,P78356,informative,0.921,0.004,NA,NA,0.004,0.007,SomaScan
F/P,O75051,informative,0.981,0.004,NA,NA,0.004,0.007,SomaScan
F/P,P25789,informative,0.993,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q6NYC1,informative,1.014,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q5T089,certified,1.079,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q5VZ18,informative,1.005,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q92630,informative,1.022,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q0P5N6,informative,1.051,0.004,NA,NA,0.004,0.007,SomaScan
M/P,O15273,informative,0.990,0.004,NA,NA,0.004,0.007,SomaScan
F/P,Q13492,informative,0.957,0.004,NA,NA,0.004,0.007,SomaScan
X/P,Q6ZNG2,informative,1.009,0.004,NA,NA,0.004,0.007,SomaScan
Y/P,P23763,certified,0.823,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q6PJG6,certified,0.916,0.004,NA,NA,0.004,0.007,SomaScan
M/P,Q8TDH9,informative,1.006,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9BQ50,certified,1.049,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9UI47,informative,1.019,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UBP0,informative,0.999,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P0DO97,certified,0.346,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P10176,informative,1.024,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q99747,informative,0.985,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P54274,informative,1.004,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8TEB1,informative,1.009,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8TCE9,certified,0.963,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O14920,informative,0.983,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8IUC8,informative,0.978,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O60346,informative,0.991,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P49763,informative,0.989,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9BUP0,informative,0.995,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UIF7,certified,0.280,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P62072,informative,0.824,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q6UXQ4,certified,0.829,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9H2D6,certified,0.951,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q96LQ0,informative,1.011,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q96RQ9,informative,1.012,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q8N5W8,informative,0.965,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UBM8,informative,1.033,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UL63,informative,1.048,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P49590,informative,0.933,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P19883,informative,1.044,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8N5S9,informative,1.038,0.004,NA,NA,0.004,0.008,SomaScan
M/P,O60603,informative,1.001,0.004,NA,NA,0.004,0.008,SomaScan
F/P,A6NFY7,informative,0.980,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q5VZ66,certified,0.869,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9NZQ3,informative,1.005,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q09FC8,informative,1.021,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9Y6A2,informative,0.982,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9Y689,informative,0.974,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P55087,informative,1.054,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P27361,informative,0.984,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9P2B4,informative,1.001,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q13561,informative,0.959,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,O43432,informative,1.018,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9Y5R4,informative,1.032,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q14680,informative,0.983,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8NHV1,informative,0.997,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96T17,informative,0.986,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9HCE7,informative,1.062,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P62380,certified,0.781,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8NF37,certified,1.042,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9P2E9,informative,0.984,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q13724,informative,0.964,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q13946,informative,1.006,0.004,NA,NA,0.004,0.008,SomaScan
M/P,O95754,certified,0.872,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q16665,informative,1.401,0.004,NA,NA,0.004,0.008,Olink
Y/P,P13861,informative,1.024,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P98082,informative,0.967,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P15941,informative,1.010,0.004,NA,NA,0.004,0.008,SomaScan
M/P,O75344,informative,0.939,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P28676,certified,0.524,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96S99,certified,0.891,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q07021,informative,0.949,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9BXR0,informative,0.997,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9NZS2,informative,0.987,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q8IV08,informative,1.031,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O75891,certified,0.672,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P02008,informative,0.962,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P56159,informative,1.013,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O14920,informative,0.985,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q13156,informative,0.955,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96KX0,informative,1.022,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q16543,informative,0.987,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O60861,certified,0.652,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8N5A5,informative,0.936,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P07858,informative,1.008,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q96G42,certified,1.110,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P15408,informative,0.999,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q496F6,informative,1.099,0.004,NA,NA,0.004,0.008,Olink
X/P,Q96B02,informative,0.980,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P17096,informative,1.015,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9H1M4,informative,1.013,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8WWY8,certified,0.924,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9BXY8,informative,1.034,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q86SS6,certified,1.055,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,O43184,informative,0.992,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9Y4K0,informative,1.003,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P32243,informative,1.043,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9BSJ8,certified,0.630,0.004,NA,NA,0.004,0.008,Olink
Y/P,Q9Y316,informative,0.971,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8NDI1,certified,1.094,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9UI47,certified,0.951,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P36639,certified,0.895,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9ULK0,informative,0.959,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q7Z6J0,certified,1.039,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P20674,informative,1.023,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q6PJG6,certified,0.953,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O00220,certified,0.848,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q92974,informative,0.975,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,O43508,informative,1.001,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8TB03,certified,0.953,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q6S5L8,informative,1.026,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q96NB2,informative,1.067,0.004,NA,NA,0.004,0.008,SomaScan
M/P,A4D1T9,informative,1.010,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q99958,informative,1.000,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P01135,informative,0.986,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9NRX6,informative,1.007,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9NVM6,informative,0.980,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O95467,informative,1.042,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9H3S4,informative,1.038,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q96N21,informative,0.983,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9Y3M8,informative,1.013,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q5T0F9,informative,0.985,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8NHZ8,informative,1.049,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P27986,informative,1.100,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P53674,informative,0.974,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9Y3A6,informative,1.039,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8WWV6,informative,1.084,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q4V9L6,informative,1.006,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P28072,informative,0.996,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9UN66,informative,1.041,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9Y6N6,informative,0.943,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O15116,informative,0.975,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P09105,certified,0.934,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O75431,certified,0.941,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P10153,informative,1.012,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P10914,certified,0.394,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O95630,informative,1.008,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8TBQ9,informative,0.920,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P17096,certified,0.938,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q7Z7E8,certified,0.933,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O75460,informative,0.974,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9UBP0,informative,1.013,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q99217,informative,1.002,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P57078,informative,1.032,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8TCD1,certified,0.854,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P40198,informative,0.995,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O60496,certified,0.410,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P35221,informative,1.027,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8N3F8,informative,1.017,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8NFZ4,informative,1.024,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9BY71,certified,1.032,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P36957,informative,0.991,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P11464,certified,1.092,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8N5W8,informative,0.990,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q8IVP5,informative,0.996,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,O15525,informative,1.015,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9H511,informative,1.018,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9UKS6,informative,1.040,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9Y2I2,certified,0.938,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q5DID0,informative,1.044,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q12923,informative,1.017,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96T91,informative,1.032,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P49908,informative,1.009,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q96BY2,certified,0.861,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9UQV4,informative,1.051,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q92851,informative,0.920,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q5TA50,informative,0.994,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9H227,informative,0.978,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9HCN4,informative,1.010,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P48729,informative,0.973,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P06276,informative,0.935,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8N2X6,certified,0.716,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9HB19,certified,0.945,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9Y3B3,informative,0.986,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P30520,informative,0.946,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q96LC9,informative,0.915,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8IV20,informative,1.012,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O15240,informative,1.017,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q5DJT8,informative,0.981,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O60861,certified,0.341,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P24821,informative,0.989,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q86UX6,informative,0.959,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q7LBR1,informative,1.031,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9H361,informative,1.016,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q96DC9,informative,1.036,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P35754,informative,0.990,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O95416,informative,0.961,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96MR9,certified,1.131,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q92888,informative,1.027,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9UBM8,informative,0.977,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P58400,informative,1.015,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8WV28,informative,0.991,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9H6Z4,informative,0.942,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q6EEV6,informative,0.972,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9NSA1,informative,0.991,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q96C10,informative,1.078,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9HCH3,informative,1.083,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P10176,informative,0.971,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q6UX27,informative,1.070,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q6UWD8,certified,0.902,0.004,NA,NA,0.004,0.008,SomaScan
F/P,B1AK53,certified,0.914,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P43080,informative,1.004,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q00994,informative,0.995,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q96DT7,informative,0.984,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q7L513,certified,0.940,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P49754,informative,0.982,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P0DMU7,informative,0.911,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9NQS1,informative,0.998,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9NXK8,informative,1.020,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q16842,informative,1.089,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8WWN9,certified,0.918,0.004,NA,NA,0.004,0.008,Olink
Y/P,Q9Y462,informative,1.026,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P19387,informative,0.861,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q5TGL8,informative,1.029,0.004,NA,NA,0.004,0.008,SomaScan
X/P,A5YKK6,informative,0.984,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8N9A8,informative,1.030,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P10092,informative,1.030,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q96P16,informative,1.026,0.004,NA,NA,0.004,0.008,SomaScan
M/P,A0FGR8,informative,1.015,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P0C7U0,informative,1.001,0.004,NA,NA,0.004,0.008,SomaScan
F/P,P19235,informative,0.994,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UPV9,informative,0.995,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9Y2D0,informative,0.932,0.004,NA,NA,0.004,0.008,SomaScan
F/P,A6NC78,informative,0.981,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9UN36,informative,1.000,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q92819,informative,1.047,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96I24,informative,1.006,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q13087,certified,1.038,0.004,NA,NA,0.004,0.008,SomaScan
F/P,O43505,informative,1.009,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9Y2I1,informative,1.021,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9BVC4,informative,1.011,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q5T5X7,certified,0.291,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8NBJ4,informative,0.983,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q14839,informative,0.998,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8TDH9,informative,1.012,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O43543,informative,1.032,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q96PM9,informative,0.999,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,P09848,informative,0.998,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q92186,informative,1.008,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96BY2,certified,1.070,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q8TD07,informative,1.003,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8NEY1,informative,1.014,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q15116,informative,0.986,0.004,NA,NA,0.004,0.008,SomaScan
X/P,K9M1U5,informative,0.979,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q92608,informative,0.979,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9NYM9,informative,0.992,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P41223,informative,1.012,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q9UKY1,informative,1.037,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9H3N1,informative,0.999,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q2M3C6,informative,0.995,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q96LD8,certified,1.166,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q5VUG0,informative,0.962,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9Y5Y6,informative,1.038,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9BRX8,informative,1.018,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q6ZQN5,informative,1.042,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q9Y6M4,certified,0.932,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q13572,informative,1.013,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P35240,informative,1.006,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9Y371,informative,1.004,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q13111,certified,1.229,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q99576,informative,0.947,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8N8E1,certified,0.894,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8TEB7,informative,1.007,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8N163,informative,1.025,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UMR2,certified,0.126,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8WVV9,informative,0.982,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q14694,informative,0.997,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q9HCT0,informative,1.017,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q14571,informative,0.917,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q8N9A8,informative,0.996,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O95721,informative,0.996,0.004,NA,NA,0.004,0.008,SomaScan
M/P,O94779,informative,0.997,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P30711,informative,0.985,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q9UKA1,informative,1.033,0.004,NA,NA,0.004,0.008,SomaScan
X/P,P09913,informative,0.980,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,Q8IY22,informative,1.017,0.004,NA,NA,0.004,0.008,SomaScan
F/P,Q8NC96,informative,0.954,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q15637,informative,0.906,0.004,NA,NA,0.004,0.008,SomaScan
M/P,Q5TA77,informative,1.081,0.004,NA,NA,0.004,0.008,SomaScan
Y/P,O43924,informative,0.959,0.004,NA,NA,0.004,0.008,SomaScan
M/P,P35270,informative,0.971,0.004,NA,NA,0.004,0.008,SomaScan
X/P,Q8WUD4,informative,0.959,0.004,NA,NA,0.004,0.008,SomaScan
X/P,O43760,informative,1.052,0.004,NA,NA,0.004,0.008,SomaScan
